,AT2 proliferating,Adventitial fibroblasts,Alveolar fibroblasts,Alveolar macrophages,B cells,Basal resting,CD4 T cells,CD8 T cells,Classical monocytes,Club,DC2,Deuterosomal,EC aerocyte capillary,EC general capillary,EC venous pulmonary,EC venous systemic,Goblet,Hillock-like,Interstitial macrophages,Ionocyte,Multiciliated,NK cells,Non-classical monocytes,Peribronchial fibroblasts,Pericytes,Plasma cells,SMG duct,SMG mucous,SMG serous,Suprabasal,Transitional Club-AT2
AT2 proliferating,203,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
Adventitial fibroblasts,0,257,12,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,14,0,0,1,0,0,0,4
Alveolar fibroblasts,0,12,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0
Alveolar macrophages,0,2,0,813,0,0,1,0,3,0,11,0,0,1,0,0,0,0,179,0,0,0,10,0,0,1,0,0,0,0,0
B cells,0,0,0,0,253,2,3,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basal resting,0,0,0,0,0,630,0,0,1,3,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,1,0,0,0,111,3
CD4 T cells,0,0,0,0,0,0,767,118,1,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,1
CD8 T cells,0,0,0,2,1,1,93,913,1,0,5,0,0,0,2,1,0,2,1,0,2,70,2,2,0,2,0,0,0,5,1
Classical monocytes,0,1,0,7,0,2,0,0,858,0,16,0,0,0,1,0,0,1,34,0,0,0,66,0,0,1,0,0,1,0,0
Club,0,0,0,0,0,3,0,0,2,383,0,1,0,0,0,0,156,16,0,0,1,0,1,0,0,0,6,0,0,52,27
DC2,0,0,0,12,1,2,0,7,24,2,779,0,0,0,0,2,1,0,65,0,1,1,16,0,0,1,0,0,0,0,4
Deuterosomal,0,0,0,0,0,0,0,0,0,1,0,179,0,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0,1,1
EC aerocyte capillary,0,0,0,0,0,0,0,0,0,0,0,0,144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC general capillary,0,0,0,0,0,1,0,1,0,0,0,0,5,344,11,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EC venous pulmonary,0,1,0,0,1,0,0,0,1,0,0,0,0,2,322,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EC venous systemic,0,0,0,1,0,0,0,0,0,0,0,0,1,21,42,525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Goblet,0,0,0,3,0,4,1,0,0,87,0,3,0,0,0,0,460,11,0,0,8,0,0,0,0,0,12,0,0,15,14
Hillock-like,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,189,0,0,0,0,0,0,0,0,0,0,0,31,0
Interstitial macrophages,0,0,0,117,0,2,2,0,30,0,68,0,0,0,0,0,0,0,732,0,0,1,17,0,0,0,0,0,0,0,2
Ionocyte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,0,0,0,0,0,0,0,0,0,0,0
Multiciliated,1,0,0,0,0,1,0,0,0,2,0,4,0,1,1,2,11,0,0,0,1167,0,0,0,0,1,0,0,0,0,7
NK cells,0,0,0,0,0,0,2,60,2,0,5,0,0,1,1,0,0,1,0,0,0,575,1,0,0,1,0,0,0,0,0
Non-classical monocytes,0,0,0,6,0,0,0,1,72,1,23,0,0,0,0,1,0,0,39,0,0,0,577,0,1,2,0,0,0,0,0
Peribronchial fibroblasts,0,23,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0
Pericytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
Plasma cells,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,304,0,0,0,2,0
SMG duct,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,166,0,2,1,3
SMG mucous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0
SMG serous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0
Suprabasal,2,0,0,0,0,57,0,0,0,48,0,1,0,0,1,0,25,49,1,0,1,0,0,0,0,0,0,0,0,659,0
Transitional Club-AT2,2,0,0,0,0,2,1,0,1,25,1,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,11,0,0,2,341
