,AT2 proliferating,Adventitial fibroblasts,Alveolar fibroblasts,Alveolar macrophages,B cells,Basal resting,CD4 T cells,CD8 T cells,Classical monocytes,Club,DC2,Deuterosomal,EC aerocyte capillary,EC general capillary,EC venous pulmonary,EC venous systemic,Goblet,Hillock-like,Interstitial macrophages,Ionocyte,Multiciliated,NK cells,Non-classical monocytes,Peribronchial fibroblasts,Pericytes,Plasma cells,SMG duct,SMG mucous,SMG serous,Suprabasal,Transitional Club-AT2
AT2 proliferating,166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,15
Adventitial fibroblasts,0,353,35,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,12,2,1,0,0,0,0,0
Alveolar fibroblasts,1,37,247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,6,0,0,0,0,0,0
Alveolar macrophages,1,2,0,851,0,0,0,1,1,2,12,0,0,0,1,0,0,0,122,0,0,1,19,0,0,0,0,0,0,0,2
B cells,0,0,0,0,348,0,3,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,3,0,0,6,0,0,0,1,0
Basal resting,0,1,0,0,0,583,2,0,0,1,1,0,0,1,0,0,1,15,1,2,0,0,0,0,0,0,0,0,0,77,1
CD4 T cells,0,0,0,0,2,1,741,79,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0
CD8 T cells,1,0,0,0,4,1,117,737,0,0,2,0,1,2,0,0,1,3,2,0,0,68,5,0,2,3,0,0,0,3,0
Classical monocytes,0,0,1,0,0,0,1,2,924,0,21,0,2,1,0,0,0,0,45,0,0,3,58,0,0,0,0,0,0,0,0
Club,0,0,0,1,0,4,0,0,0,477,0,0,0,0,0,0,154,13,0,2,0,0,2,0,0,0,3,2,0,71,16
DC2,0,0,0,7,18,0,0,2,18,1,816,0,0,1,0,1,0,0,61,0,0,0,35,0,0,6,0,0,0,0,0
Deuterosomal,0,0,0,0,0,0,0,1,0,9,0,122,0,0,0,0,16,0,0,2,44,0,0,0,0,0,0,0,0,0,1
EC aerocyte capillary,0,0,0,0,0,0,0,0,0,0,0,0,244,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EC general capillary,0,0,0,0,0,0,4,0,0,0,0,0,16,395,5,20,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
EC venous pulmonary,0,0,0,0,0,0,0,0,1,0,0,0,0,6,386,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EC venous systemic,0,0,0,0,0,1,1,0,0,0,0,0,0,38,53,460,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
Goblet,0,0,0,2,0,5,0,1,0,123,0,9,0,0,0,0,539,0,0,4,13,0,0,0,0,1,6,0,1,13,6
Hillock-like,0,0,0,0,0,33,0,0,0,7,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,40,0
Interstitial macrophages,0,0,0,154,0,0,0,0,75,1,104,0,0,1,0,0,0,0,662,0,0,2,95,0,0,0,0,0,0,0,0
Ionocyte,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,2,0,0,91,1,0,0,0,0,4,1,0,0,2,0
Multiciliated,1,0,0,1,0,3,0,0,0,3,0,29,0,0,0,0,9,0,0,0,1324,1,0,1,0,0,0,0,0,0,1
NK cells,0,0,0,0,0,0,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0
Non-classical monocytes,0,0,0,32,0,0,2,2,115,0,36,0,0,0,0,0,0,0,149,0,0,2,371,0,0,3,0,0,0,0,0
Peribronchial fibroblasts,0,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,163,1,0,0,0,0,0,0
Pericytes,0,0,7,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,122,0,0,0,0,0,1
Plasma cells,0,0,1,1,2,2,11,4,0,0,0,0,0,1,0,1,0,0,10,3,0,1,3,1,1,254,0,0,0,0,0
SMG duct,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,215,0,5,3,0
SMG mucous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,88,2,0,0
SMG serous,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,120,0,0
Suprabasal,2,0,0,0,0,102,1,0,0,64,2,1,0,0,0,0,15,50,0,0,1,0,0,0,0,0,1,0,0,543,1
Transitional Club-AT2,9,1,0,0,0,2,0,0,1,16,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,5,0,0,2,468
