,AT2 proliferating,Adventitial fibroblasts,Alveolar fibroblasts,Alveolar macrophages,B cells,Basal resting,CD4 T cells,CD8 T cells,Classical monocytes,Club,DC2,Deuterosomal,EC aerocyte capillary,EC general capillary,EC venous pulmonary,EC venous systemic,Goblet,Hillock-like,Interstitial macrophages,Ionocyte,Multiciliated,NK cells,Non-classical monocytes,Peribronchial fibroblasts,Pericytes,Plasma cells,SMG duct,SMG mucous,SMG serous,Suprabasal,Transitional Club-AT2
AT2 proliferating,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Adventitial fibroblasts,0,366,13,1,0,0,0,0,1,0,0,0,0,0,4,0,5,1,0,0,1,0,0,14,1,1,0,0,0,0,0
Alveolar fibroblasts,0,24,261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Alveolar macrophages,0,0,0,870,1,2,0,1,7,2,8,0,0,2,0,0,1,0,110,0,0,0,10,0,0,0,0,0,0,0,1
B cells,0,0,0,0,372,1,1,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Basal resting,1,0,0,0,0,602,1,0,1,3,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,1,0,0,65,1
CD4 T cells,0,0,0,0,1,0,759,72,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8 T cells,0,1,0,0,1,2,69,841,0,1,1,0,0,1,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0
Classical monocytes,0,1,0,2,0,1,4,1,930,0,19,0,1,0,1,0,0,0,41,0,0,0,57,0,0,0,0,0,0,0,0
Club,2,0,0,1,0,4,0,0,1,519,0,0,0,0,0,0,121,12,0,0,0,0,0,0,0,0,3,0,0,64,18
DC2,0,0,0,6,1,0,0,2,25,0,831,0,0,0,0,0,0,0,83,0,2,0,16,0,0,0,0,0,0,0,0
Deuterosomal,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0
EC aerocyte capillary,0,0,0,0,0,0,0,0,0,0,0,0,251,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC general capillary,0,0,0,1,0,0,0,1,0,0,0,0,13,398,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC venous pulmonary,0,0,0,1,0,0,0,0,1,0,0,0,0,7,417,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EC venous systemic,0,0,0,0,0,1,0,0,0,0,2,0,0,25,39,489,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Goblet,0,0,0,2,0,1,0,0,0,110,0,6,0,0,0,0,570,4,2,0,9,0,0,0,0,0,8,1,0,6,4
Hillock-like,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,3,263,0,0,0,0,0,0,0,0,0,0,0,36,0
Interstitial macrophages,1,0,0,91,0,0,0,2,57,0,68,0,0,0,0,0,0,0,847,0,1,0,27,0,0,0,0,0,0,0,0
Ionocyte,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,105,0,0,0,0,0,0,0,0,0,0,0
Multiciliated,0,0,0,1,0,1,0,1,0,3,0,6,0,0,0,0,3,0,0,1,1352,0,1,0,0,0,0,0,0,0,4
NK cells,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0
Non-classical monocytes,0,0,0,4,1,0,1,0,65,0,5,0,0,0,0,0,0,0,40,0,1,0,595,0,0,0,0,0,0,0,0
Peribronchial fibroblasts,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0
Pericytes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0
Plasma cells,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,293,0,0,0,0,0
SMG duct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,215,2,8,0,0
SMG mucous,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,0,0,0
SMG serous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,126,0,0
Suprabasal,1,0,0,0,0,75,0,0,1,55,1,1,0,0,0,0,15,32,1,0,3,0,0,0,0,1,6,0,0,591,0
Transitional Club-AT2,1,0,0,0,0,1,0,0,1,27,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,1,467
