,AT2 proliferating,Adventitial fibroblasts,Alveolar fibroblasts,Alveolar macrophages,B cells,Basal resting,CD4 T cells,CD8 T cells,Classical monocytes,Club,DC2,Deuterosomal,EC aerocyte capillary,EC general capillary,EC venous pulmonary,EC venous systemic,Goblet,Hillock-like,Interstitial macrophages,Ionocyte,Multiciliated,NK cells,Non-classical monocytes,Peribronchial fibroblasts,Pericytes,Plasma cells,SMG duct,SMG mucous,SMG serous,Suprabasal,Transitional Club-AT2
AT2 proliferating,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
Adventitial fibroblasts,0,356,23,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,18,4,1,0,0,0,0,0
Alveolar fibroblasts,0,41,244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0
Alveolar macrophages,0,1,0,846,1,0,0,1,3,3,6,0,0,2,1,0,0,0,126,0,0,0,23,0,0,0,0,0,0,0,2
B cells,0,0,0,0,362,1,2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Basal resting,0,0,0,0,0,590,2,0,1,3,1,0,0,0,0,0,0,17,0,2,0,0,0,0,0,1,1,0,0,68,0
CD4 T cells,0,0,0,0,2,1,735,83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,1,0,0,1,0
CD8 T cells,0,1,1,0,4,2,120,740,0,1,0,0,0,0,0,0,1,2,1,0,0,72,4,1,0,2,0,0,0,0,0
Classical monocytes,0,0,0,1,0,0,1,1,913,0,15,1,0,0,1,0,0,0,56,0,0,0,66,0,0,2,0,0,0,1,0
Club,0,0,0,4,0,4,0,0,0,458,0,3,0,0,0,0,148,18,0,2,0,0,0,0,0,0,4,3,0,75,26
DC2,0,0,0,7,23,0,0,3,18,0,810,0,0,0,0,0,0,0,70,0,1,0,33,0,0,1,0,0,0,0,0
Deuterosomal,0,0,0,0,0,0,0,0,0,9,0,123,0,0,0,0,16,0,0,1,43,0,0,0,0,0,0,0,0,1,2
EC aerocyte capillary,0,0,0,0,0,0,1,0,0,0,0,0,245,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC general capillary,0,0,0,1,0,0,1,0,0,0,0,0,20,392,12,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
EC venous pulmonary,0,0,0,0,0,0,0,0,3,0,0,0,0,9,385,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EC venous systemic,0,0,0,0,0,0,0,0,0,2,0,0,0,34,59,459,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Goblet,0,0,0,5,0,1,1,0,0,125,0,13,0,0,0,0,534,2,0,2,5,0,1,0,0,0,12,3,0,14,5
Hillock-like,0,0,0,0,0,26,0,0,0,8,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,1,0,0,41,0
Interstitial macrophages,0,0,0,163,1,0,1,1,77,1,82,0,0,0,0,0,0,0,701,0,0,1,63,0,0,3,0,0,0,0,0
Ionocyte,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,0,0,96,0,0,0,0,0,1,0,0,0,3,0
Multiciliated,1,0,0,1,0,3,0,0,0,1,0,20,0,0,0,0,4,0,0,2,1334,1,1,0,0,0,0,0,0,1,4
NK cells,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0
Non-classical monocytes,0,0,0,40,0,0,1,0,96,0,39,0,0,0,0,0,0,0,146,0,0,2,386,0,0,2,0,0,0,0,0
Peribronchial fibroblasts,0,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,1,0,0,0,0,0,0
Pericytes,0,0,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0
Plasma cells,0,0,0,2,3,5,9,2,3,0,2,0,0,0,0,2,0,0,8,1,0,0,3,0,0,256,0,0,0,0,0
SMG duct,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,209,1,8,1,0
SMG mucous,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,87,1,0,0
SMG serous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,121,0,0
Suprabasal,2,0,0,0,0,105,0,0,1,59,1,0,0,0,0,0,16,51,0,1,0,1,0,0,0,1,2,0,0,542,1
Transitional Club-AT2,13,0,0,0,0,1,0,0,1,26,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,6,0,0,2,455
