,AT2 proliferating,Adventitial fibroblasts,Alveolar fibroblasts,Alveolar macrophages,B cells,Basal resting,CD4 T cells,CD8 T cells,Classical monocytes,Club,DC2,Deuterosomal,EC aerocyte capillary,EC general capillary,EC venous pulmonary,EC venous systemic,Goblet,Hillock-like,Interstitial macrophages,Ionocyte,Multiciliated,NK cells,Non-classical monocytes,Peribronchial fibroblasts,Pericytes,Plasma cells,SMG duct,SMG mucous,SMG serous,Suprabasal,Transitional Club-AT2
AT2 proliferating,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Adventitial fibroblasts,0,552,35,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,4,10,0,0,0,0,0,0
Alveolar fibroblasts,1,83,345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,17,0,0,0,0,0,0
Alveolar macrophages,0,2,0,1311,1,0,0,1,0,4,8,0,0,0,1,1,1,0,92,0,0,0,11,0,1,0,0,0,0,0,3
B cells,0,0,0,0,226,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Basal resting,0,1,0,0,0,544,2,0,1,1,0,0,0,3,1,0,0,16,0,0,0,0,0,0,0,3,0,0,0,60,3
CD4 T cells,0,0,0,0,1,1,512,77,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0
CD8 T cells,0,4,2,3,1,1,116,778,3,0,2,0,0,3,0,1,5,4,1,0,3,52,27,1,3,0,0,0,0,1,0
Classical monocytes,0,0,0,5,0,0,0,1,831,0,12,0,1,3,6,0,1,0,105,0,0,2,82,0,0,2,0,0,0,0,2
Club,0,0,0,0,0,4,1,0,0,698,0,1,0,1,0,0,183,2,0,2,0,0,1,0,0,1,0,7,0,51,38
DC2,0,0,0,13,12,0,1,1,15,3,927,0,0,0,0,0,1,0,69,0,2,0,38,0,0,2,0,0,0,0,0
Deuterosomal,0,0,0,0,0,0,0,0,0,28,0,193,0,0,0,0,26,0,0,0,61,0,1,0,0,0,0,0,0,0,2
EC aerocyte capillary,0,0,0,1,0,0,0,0,0,0,0,0,282,110,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
EC general capillary,3,0,1,2,0,0,4,0,0,0,0,0,15,506,9,7,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0
EC venous pulmonary,0,0,0,0,0,0,0,0,0,0,0,0,0,27,600,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EC venous systemic,0,0,0,0,0,0,0,0,0,0,0,0,0,67,107,432,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Goblet,0,0,0,7,0,0,0,0,0,146,0,16,0,0,0,0,638,1,0,3,19,0,0,0,0,0,20,0,0,23,15
Hillock-like,0,0,0,0,0,6,0,0,0,18,0,0,0,0,0,0,1,232,0,0,0,0,0,0,0,0,0,0,0,31,0
Interstitial macrophages,0,0,0,252,0,0,0,0,66,3,136,0,0,1,0,0,0,0,500,0,0,0,90,0,0,3,0,0,0,1,0
Ionocyte,1,0,0,0,0,11,5,0,0,6,0,0,0,1,1,0,3,0,0,145,0,0,0,0,0,7,0,0,0,1,0
Multiciliated,3,1,0,1,0,1,0,0,1,0,0,32,0,0,0,0,2,0,0,2,1727,1,1,0,0,0,0,0,0,1,8
NK cells,0,0,0,0,0,0,0,92,0,0,0,0,1,0,0,0,0,0,0,0,0,377,1,0,0,0,0,0,0,0,0
Non-classical monocytes,0,0,0,66,0,0,1,1,58,0,37,0,0,0,0,0,0,0,164,0,0,4,415,0,0,1,0,0,0,0,0
Peribronchial fibroblasts,0,37,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,168,0,0,0,0,0,0,0
Pericytes,0,1,12,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,160,0,0,0,0,0,0
Plasma cells,1,0,1,4,3,4,13,0,1,0,1,0,0,2,1,2,0,0,11,1,4,1,3,0,0,259,0,0,0,0,0
SMG duct,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,173,0,1,6,1
SMG mucous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,73,0,0,0
SMG serous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,64,0,0
Suprabasal,2,0,0,0,0,108,0,0,0,64,0,0,0,0,0,0,16,45,0,0,2,1,0,0,0,0,1,0,0,420,1
Transitional Club-AT2,17,1,0,0,0,0,0,0,2,37,0,0,0,0,0,0,11,0,0,1,2,0,0,0,0,3,6,0,0,3,762
