,AT2 proliferating,Adventitial fibroblasts,Alveolar fibroblasts,Alveolar macrophages,B cells,Basal resting,CD4 T cells,CD8 T cells,Classical monocytes,Club,DC2,Deuterosomal,EC aerocyte capillary,EC general capillary,EC venous pulmonary,EC venous systemic,Goblet,Hillock-like,Interstitial macrophages,Ionocyte,Multiciliated,NK cells,Non-classical monocytes,Peribronchial fibroblasts,Pericytes,Plasma cells,SMG duct,SMG mucous,SMG serous,Suprabasal,Transitional Club-AT2
AT2 proliferating,186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Adventitial fibroblasts,0,359,19,0,0,0,2,0,0,3,1,0,0,0,3,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
Alveolar fibroblasts,0,17,265,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1
Alveolar macrophages,0,1,1,889,0,0,1,1,6,2,19,0,0,1,1,0,0,0,91,0,0,0,2,0,0,0,0,0,0,0,0
B cells,0,0,0,0,371,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basal resting,0,0,0,0,0,577,0,2,0,8,0,0,0,2,0,0,3,6,1,0,3,1,0,0,0,0,2,1,0,78,2
CD4 T cells,0,0,0,0,1,0,731,93,0,0,1,0,0,1,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,1,1
CD8 T cells,0,0,0,0,2,1,83,790,3,0,3,0,0,0,1,1,2,2,1,0,0,56,5,0,0,0,0,0,0,0,2
Classical monocytes,0,0,0,3,0,0,1,2,903,1,18,0,0,0,1,0,0,0,55,0,0,0,72,0,0,0,0,0,1,1,0
Club,0,0,0,0,1,10,1,0,0,539,0,2,0,0,1,0,97,9,0,0,2,0,0,0,0,0,3,0,0,55,25
DC2,0,0,0,12,1,3,0,2,30,0,825,0,0,0,0,1,0,0,75,0,0,0,16,0,0,0,0,0,0,1,0
Deuterosomal,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
EC aerocyte capillary,0,0,0,0,0,0,1,1,0,0,0,0,248,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC general capillary,0,0,0,1,1,1,1,1,2,1,0,0,9,393,10,21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
EC venous pulmonary,1,1,0,1,0,0,0,0,0,0,0,0,0,4,400,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EC venous systemic,0,0,0,1,0,1,1,0,0,0,0,0,2,30,40,479,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Goblet,0,0,0,2,0,3,1,0,0,81,0,4,0,0,1,0,571,6,0,0,15,0,1,0,0,0,8,0,0,20,10
Hillock-like,0,0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,1,258,0,0,0,0,0,0,0,0,1,0,0,41,0
Interstitial macrophages,0,0,0,97,0,0,0,2,59,0,71,0,0,0,0,0,1,0,833,0,0,2,28,0,0,0,0,0,0,0,1
Ionocyte,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,105,0,0,0,0,0,0,1,0,0,0,0
Multiciliated,0,0,0,0,0,7,0,0,0,1,0,7,0,1,0,0,9,1,1,0,1341,0,0,0,0,0,0,0,0,0,5
NK cells,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0
Non-classical monocytes,0,0,0,7,1,0,0,0,63,0,12,0,0,0,0,0,0,0,36,0,0,1,592,0,0,0,0,0,0,0,0
Peribronchial fibroblasts,0,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0
Pericytes,0,2,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,129,0,0,0,0,0,0
Plasma cells,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,290,0,0,0,0,0
SMG duct,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,209,0,7,0,6
SMG mucous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,92,0,0,0
SMG serous,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,124,0,0
Suprabasal,1,1,0,0,1,65,0,0,0,61,0,0,0,1,0,0,15,26,1,0,1,1,0,0,0,0,0,0,0,608,1
Transitional Club-AT2,2,0,0,1,0,1,1,0,0,26,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,0,461
